"id" "name" "description"
5134010000 "TNX" "NA (Tritoniidae)"
5134010100 "TNZ" "NA (Tritonia Spp)"
5134010103 "TNH" "NA (Tritonia Hombergii)"
5134010106 "TNP" "NA (Tritonia Plebeia)"
5134010107 "TNL" "NA (Tritonia Lineata)"
5134010108 "TNO" "NA (Tritonia Odhneri)"
5134030101 "LOM" "NA (Lomanotus Marmoratus)"
5134060103 "DDF" "NA (Dendronotus Frondosus)"
5134090107 "DOC" "NA (Doto Cuspidata)"
5136020104 "AAL" "NA (Armina Loveni)"
5138020101 "HOF" "NA (Hero Formosa)"
5140020000 "CYZ" "NA (Coyphellidae)"
5141010100 "EBX" "NA (Eubranchus Spp)"
5141010102 "EBP" "NA (Eubranchus Pallidus)"
5141010103 "EBR" "NA (Eubranchus Tricola)"
5141010107 "EBE" "NA (Eubranchus (Capellinia) Exiguus)"
5141030201 "CQA" "NA (Catriona Aurantia)"
5141030301 "PQP" "NA (Precuthona Peachi)"
5141040100 "CYX" "NA (Coryphella Spp)"
5141040110 "CYV" "NA (Coryphella Verrucosa)"
5141040111 "CYL" "NA (Coryphella Lineata)"
5141040112 "CYQ" "NA (Coryphella Pedata)"
5141060101 "CQG" "NA (Calma Glaucoides)"
5141070300 "TQX" "NA (Trinchesia Spp)"
5141070301 "TQC" "NA (Trinchesia Caerulea)"
5141070302 "TQV" "NA (Trinchesia Viridis)"
5141070303 "TQF" "NA (Trinchesia Foliata)"
5141070304 "TQA" "NA (Trinchesia Amoena)"
5141070305 "TQB" "NA (Trinchesia Concinna)"
5142010203 "FAA" "NA (Facelina Auriculata)"
5142020301 "FVB" "NA (Favorinus Branchialis)"
5142030101 "AIP" "Grey Sea Slug (Aeolidia Papillosa)"
5142030401 "ADA" "NA (Aeolidiella Alderi)"
5.3e+09 "PLX" "NA (Polyplacophora)"
5302010000 "LDX" "NA (Lepidopleuridae)"
5302010202 "LDA" "NA (Lepidopleurus Asellus)"
5303020000 "ISX" "NA (Ischnochitonidae)"
5303020302 "ISA" "NA (Ischnochiton Albus)"
5303020403 "LEC" "NA (Lepidochiton Cinerea)"
5303020604 "TOR" "NA (Tonicella Rubra)"
5303040102 "CNA" "NA (Callochiton Achatinus)"
5304010201 "ACC" "NA (Acanthochitona Crinata)"
5304010206 "ACO" "NA (Acanthochiton Communis)"
5.5e+09 "BIV" "NA (Mollusca-Bivalvia)"
5502020000 "NNX" "NA (Nuculidae)"
5502020212 "NNU" "Common Nut Shell (Nucula Nucleus)"
5502020221 "NTU" "NA (Nucula Tumidula)"
5506010400 "ARK" "Ark Shells (Arca Spp)"
5506010403 "ACL" "NA (Arca Lactea)"
5506060106 "GLG" "Dog Cockle (Glycymeris Glycymeris)"
5507010000 "MSX" "Mussels (Nei) (Mytylidae (Mollusca))"
5507010101 "MUS" "Blue(Edible)Mussel (Mytilus Edulis)"
5507010103 "MYG" "Mediterranean Mussel (Mytilus Galloprovincialis)"
5507010402 "MDC" "Green Crenella (Musculus Discors)"
5507010407 "MUM" "Marbled Crenella (Musculus Marmoratus)"
5507010414 "MUC" "NA (Musculus Costulatus)"
5507010600 "MOD" "Horse Mussels (Modiolus Spp)"
5507010601 "HML" "Horse Mussel (Modiolus Modiolus)"
5507010605 "BHM" "Bean Horse Mussel (Modiolus Phaseolinus)"
5507010606 "BML" "Bearded Horse Mussel (Modiolus Barbatus)"
5509050000 "SCX" "Scallops (Pectinidae)"
5509050100 "CHY" "Chlamys (Chlamys Sp)"
5509050109 "QSC" "Queen Scallop (Chlamys Opercularis)"
5509050110 "CHV" "Variegated Scallop (Chlamys Varia)"
5509050111 "CHD" "Hunchback Scallop (Chlamys Distorta)"
5509050112 "CYT" "Tiger Scallop (Chlamys Tigerina)"
5509050114 "CYS" "Scallop (Chlamys Septemradiata)"
5509050403 "SCE" "Escallop (Pecten Maximus)"
5509090203 "ASQ" "Saddle Oyster (Heteroanemia (Anomia) Squamula)"
5509090204 "AEP" "Common Saddle Oyster (Heteroanemia (Anomia) Ephippium)"
5509090301 "MSQ" "NA (Monia Squama)"
5509090302 "MPF" "Ribbed Saddle Oyster (Monia Patelliformis)"
5509100000 "LIZ" "NA (Limidae)"
5509100107 "LIL" "NA (Lima Loscombi)"
5510020000 "OYY" "Oysters (Ostreidae)"
5510020100 "OYC" "Cupped Oysters (Crassostrea Spp)"
5510020101 "OYG" "Pacific Oyster (Crassostrea Gigas)"
5510020102 "OYA" "American Oyster (Crassostrea Virginica)"
5510020103 "OYP" "Portugese Oyster (Crassostrea Angulata)"
5510020205 "OYF" "European Flat Oyster (Ostrea Edulis)"
5515010203 "PBH" "NA (Lucinoma (Phacoidea) Borealis)"
5515010402 "MSA" "NA (Myrtea Spinifera)"
5515010703 "DVD" "NA (Divaricella Divaricata)"
5515020300 "TYX" "NA (Thyasira Sp)"
5515070102 "LSR" "NA (Lasaea Rubra)"
5515080102 "KSO" "NA (Kellia Suborbicularis)"
5515100108 "MAB" "NA (Mysella Bidentata)"
5515100404 "MCF" "NA (Montacuta Ferruginosa)"
5515190114 "AEE" "NA (Astarte Elliptica)"
5515190116 "AES" "NA (Astarte Sulcata)"
5515190120 "AET" "NA (Astarte Triangularis)"
5515190204 "AEB" "NA (Astarte (Tridonta) Borealis)"
5515190206 "AEM" "NA (Astarte (Tridonta) Montagui)"
5515220000 "COZ" "Cockles  (Nei) (Cardiidae)"
5515220404 "LCC" "NA (Laevicardium Crassum)"
5515220602 "COC" "Common Cockle (Cerastoderma (Cardium) Edule)"
5515221101 "CSP" "Cockle (Cardium (Parvicardium) Scabrum)"
5515221103 "CDE" "Little Cockle (Cardium Exiguum)"
5515221104 "CPY" "Prickly Cockle (Cardium (Acanthocardia) Echinata)"
5515221106 "SPC" "Spiny Cockle (Cardium (Acanthocardia) Aculeata)"
5515221200 "ACY" "NA (Acanthocardia Spp)"
5515250000 "MAZ" "Trough Shells (Mactridae)"
5515250105 "ETS" "Elliptical Trough Shell (Spisula Elliptica)"
5515250106 "TTS" "Thick Trough Shell (Spisula Solida)"
5515250107 "CTH" "Cut Trough Shell (Spisula Subtruncata)"
5515250602 "RTS" "Rayed Trough Shell (Mactra Corallina)"
5515250801 "LUL" "Common Otter Shell (Lutraria Lutraria)"
5515250802 "OTS" "Otter Shell (Lutraria Magna)"
5515290000 "RAY" "Razor Clams (Solenidae)"
5515290200 "RAZ" "Razor Clams (Solen Spp)"
5515290203 "GRZ" "Grooved Razor Shell (Solen Marginatus)"
5515290300 "ESY" "NA (Ensis Spp)"
5515290303 "ESE" "Razor Shell (Ensis Ensis)"
5515290304 "ESA" "Razor Shell (Ensis Arcuatus)"
5515290305 "ESS" "Pod Razor Shell (Ensis Siliqua)"
5515300000 "CEZ" "NA (Cultellidae)"
5515300101 "CUP" "NA (Cultellus Pellucidus)"
5515310000 "TEX" "NA (Tellinidae)"
5515310116 "MCB" "Baltic Tellin (Macoma Balthica)"
5515310200 "TAX" "NA (Tellina Spp)"
5515310219 "TNT" "Thin Tellin (Tellina Tenuis)"
5515310220 "TMD" "NA (Tellina (Moerella) Donacina)"
5515310221 "TFF" "NA (Tellina (Fabulina) Fabula)"
5515310229 "TCR" "Blunt Tellin (Tellina (Arcopagia) Crassa)"
5515310272 "TPA" "NA (Tellina (Moerella) Pygmaea)"
5515320105 "DOV" "Banded Wedge Shell (Donax Vittatus)"
5515330103 "GIF" "Faroe Sunset-Shell (Gari Fervensis)"
5515350203 "APM" "NA (Abra Prismatica)"
5515350204 "ABA" "NA (Abra Alba)"
5515350205 "ABT" "NA (Abra Tenuis)"
5515350401 "PFS" "Peppery Furrow Shell (Scrobularia Plana)"
5515390101 "CLQ" "Icelandic Cyprina (Arctica Islandica)"
5515470000 "CLV" "Carpet Shells (Veneridae)"
5515470802 "CTS" "Pullet Carpet-Shell (Tapes (Venerupis) Pullastra)"
5515470803 "TVA" "Golden Carpet-Shell (Tapes (Venerupis) Aureus)"
5515470804 "TVR" "Banded Carpet-Shell (Tapes (Venerupis) Rhomboides)"
5515470805 "CTG" "Grooved Carpetshell (Tapes (Venerupis) Decussata)"
5515470806 "TSD" "NA (Tapes (Venerupis) Semidecussata)"
5515470903 "DSE" "Rayed Artemis (Dosinia Exoleta)"
5515470904 "DSL" "Smooth Artemis (Dosinia Lupinus)"
5515471101 "CLH" "Hard-Shell Clam (Mercenaria (Venus) Mercenaria)"
5515471602 "GOM" "NA (Gouldia Minima)"
5515471633 "GGS" "NA (Gouldia(Gafrarium)Spinifera)"
5515472101 "VST" "Striped Venus (Venus (Chamelea) Striatula)"
5515472102 "VEO" "Oval Venus (Venus (Mercenaria) Ovata)"
5515472104 "VVR" "Warty Venus (Venus (Mercenaria) Verrucosa)"
5515472601 "GGM" "NA (Gafrarium Minimum)"
5515480102 "PPH" "American Piddock (Petricola Pholadiformis)"
5517010000 "CLZ" "Soft Shell Clams (Myidae)"
5517010200 "MYA" "Mya (Mya Sp)"
5517010201 "CLS" "Soft Clam/Sand-Gaper (Mya Arenaria)"
5517010203 "MYT" "Blunt Gaper (Mya Truncata)"
5517010401 "SBI" "NA (Sphenia Binghami)"
5517020302 "CGB" "Common Basket Shell (Varicorbula Gibba)"
5517060000 "HSX" "Rock Borers (Hiatellidae)"
5517060201 "HSA" "NA (Hiatella Arctica)"
5517060204 "HSS" "NA (Hiatella Striata)"
5517060501 "SXJ" "NA (Saxicavella Jeffreysi)"
5518010102 "ZFC" "Oval Piddock (Zirfaea Crispata)"
5518010401 "BNC" "White Piddock (Barnea Candida)"
5518010403 "BAP" "Little Piddock (Barnea Parva)"
5518010902 "CPK" "Common Piddock (Pholas Dactylus)"
5518020201 "TRN" "Shipworm (Teredo Navalis)"
5518020202 "TMG" "Shipworm (Teredo Megotara)"
5518020203 "TDN" "Shipworm (Teredo Norvagicus)"
5520080200 "THX" "NA (Thracia Sp)"
5520080212 "TPH" "NA (Thracia Phaseolina)"
5.6e+09 "SPZ" "NA (Scaphopoda)"
5601010107 "DEV" "NA (Dentalium Vulgare)"
5601010201 "DEE" "NA (Dentalium Entale)"
5.7e+09 "CPZ" "Squids Octopusses Etc. (Cephalopoda)"
5.704e+09 "CTL" "Cuttle-Fishes (Cephalopoda-Sepiida)"
5704020000 "SPY" "NA (Sepiolidae)"
5704020104 "ROM" "NA (Rossia Macrosoma)"
5704020301 "SPA" "Little Cuttle (Sepiola Atlantica)"
5704020401 "STO" "NA (Sepietta Oweniana)"
5704030000 "SEY" "NA (Sepiidae)"
5704030101 "SEE" "Cuttle-Fish (Sepia Elegans)"
5704030102 "CTC" "Common Cuttlefish (Sepia Officinalis)"
5704030103 "SEO" "NA (Sepia Orbignyana)"
5706010000 "SQZ" "Squids (Nei) (Loliginidae)"
5706010100 "SQC" "Common Squids (Loligo Spp)"
5706010104 "NSQ" "Northern Squid (Loligo Forbesi)"
5706010105 "LLV" "Squid (Loligo Vulgaris)"
5706010401 "ATS" "NA (Alloteuthis Subulata)"
5707150000 "OMX" "NA (Ommastrephidae)"
5707150301 "SQI" "Northern Shortfin Squid (Illex (Loligo) Illecebrosus)"
5707150401 "SQE" "Flying Squid (Ommastrephes(Todarodes) Saggittatus)"
5707150405 "OME" "NA (Ommastrephes (Todaropsis) Eblanae)"
5707150406 "OMT" "NA (Ommastrephes Todarus)"
5708010000 "OCT" "Octopuses (Octopodidae)"
5708010202 "OCV" "Octopus (Octopus Vulgaris)"
5708010501 "EDC" "Curled Octopus (Eledone Cirrosa)"
5.79e+09 "ARO" "NA (Arthropoda (Phylum))"
6001010000 "NYZ" "Sea Spiders (Nymphonidae)"
6001010101 "NNG" "Sea Spider (Nymphon Grossipes)"
6001010110 "NYG" "Sea Spider (Nymphon Gracile)"
6001010111 "NYH" "Sea Spider (Nymphon Hirtum)"
6001010112 "NYT" "Sea Spider (Nymphon Stroemi)"
6001040207 "ACE" "Sea Spider (Achelia Echinata)"
6001060102 "PHF" "Sea Spider (Phoxichilidium Femoratum)"
6001060203 "AOP" "Sea Spider (Anoplodactylus Pygmaeus)"
6001060206 "ANP" "NA (Anoplodactylus Petiolatus)"
6001070101 "EDS" "Sea Spider (Endeis Spinosa)"
6001080103 "PGL" "Sea Spider (Pycnogonum Littorale)"
6001090201 "CAB" "NA (Callipallene Brevirostris)"
6.1e+09 "CRU" "Marine Crustaceans (Crustacea)"
6.117e+09 "COP" "Copepod Spp (Copepoda)"
6120090123 "OOA" "NA (Oithona Atlantica)"
6.13e+09 "CIZ" "Barnacles (Cirrepedia)"
6132050000 "GOZ" "Goose Barnacles (Lepadidae)"
6132050300 "GOO" "Goose Barnacles (Lepas Spp)"
