"id" "name" "description"
6132050301 "GEB" "Goose Barnacle (Lepas Antifera)"
6134010000 "TMX" "NA (Chthamalidae)"
6134020000 "BEY" "NA (Balanidae)"
6145010000 "NEZ" "NA (Nebaliidae)"
6145010101 "NBB" "NA (Nebalia Bipes)"
6153010000 "MIZ" "NA (Mysidae)"
6153011400 "MYZ" "Mysid Shrimps (Mysis Spp)"
6.154e+09 "CUZ" "NA (P-Cumacea)"
6154010000 "LAZ" "NA (Lampropidae)"
6154010103 "LPF" "NA (Lamprops Fasciata)"
6154020000 "CMY" "NA (Cumidae)"
6154040000 "LEZ" "NA (Leuconidae)"
6154040101 "LEN" "NA (Leucon Nasica)"
6154050000 "DYZ" "NA (Diastylidae)"
6154050116 "DYR" "NA (Diastylis Rathkei)"
6154060000 "PDZ" "NA (Pseudocumidae)"
6154060201 "PSL" "NA (Pseudocuma Longicornis)"
6154090000 "BOZ" "NA (Bodotriidae)"
6157010000 "TAZ" "NA (Tanaidae)"
6159010000 "GNZ" "NA (Gnathiidae)"
6160011700 "ANY" "NA (Anthura Spp)"
6161010114 "CIB" "NA (Cirolana Borealis)"
6161010204 "EDP" "NA (Eurydice Pulchra)"
6161020700 "SAY" "NA (Sphaeroma Spp)"
6161050100 "LMZ" "NA (Limnoria Spp)"
6162010000 "ARZ" "NA (Arcturidae)"
6162010402 "ALC" "NA (Astacilla Longicornis)"
6162020000 "IOZ" "NA (Idoteidae)"
6162020315 "IAN" "NA (Idotea Neglecta)"
6162020317 "IAG" "NA (Idotea Granulosa)"
6162020318 "IAP" "NA (Idotea Pelagica)"
6162030201 "SAE" "NA (Saduria Entomon)"
6163060000 "JAZ" "NA (Janiridae)"
6163060200 "JEX" "NA (Jaera Spp)"
6166010000 "LGZ" "NA (Ligiidae)"
6166010100 "LIY" "NA (Ligia Spp)"
6.168e+09 "AAZ" "NA (Amphipoda)"
6.169e+09 "GMZ" "NA (Gammaridea)"
6169010000 "ACZ" "NA (Acanthonotozomatidae)"
6169010302 "PPE" "NA (Panoplea Eblanae)"
6169020000 "ALZ" "NA (Ampeliscidae)"
6169020100 "ALY" "NA (Ampelisca Spp)"
6169020202 "BYG" "NA (Byblis Gaimardi)"
6169020301 "HAT" "NA (Haploops Tubicola)"
6169030000 "ADZ" "NA (Amphilochidae)"
6169030200 "AHY" "NA (Amphilochus Spp)"
6169040000 "AEY" "NA (Ampithoidae)"
6169040100 "AEX" "NA (Ampithoe  Spp)"
6169070000 "ARX" "NA (Argissidae)"
6169070101 "AGH" "NA (Argissa Hamatipes)"
6169090000 "AYZ" "NA (Atylidae)"
6169090109 "AYS" "NA (Atylus Swammerdami)"
6169120106 "APJ" "NA (Apherusa Jurinei)"
6169150000 "COY" "NA (Corophiidae)"
6169210000 "GAY" "NA (Gammaridae)"
6169220000 "HAZ" "NA (Haustoriidae)"
6169340000 "LYX" "NA (Lysianassidae)"
6169350000 "MEZ" "NA (Melphidippidae)"
6169350101 "MPG" "NA (Melphidippa Goesi)"
6169420000 "PAZ" "NA (Phoxocephalidae)"
6169420104 "HPA" "NA (Harpina Antennaria)"
6169440000 "PDX" "NA (Podoceridae)"
6169440200 "LTZ" "NA (Laetmatophilus Spp)"
6169440201 "LEA" "NA (Laetmatophilus Armatus)"
6169510000 "TLZ" "NA (Talitridae)"
6170010000 "HYZ" "NA (Hyperiidae)"
6170010101 "HYG" "NA (Hyperia Galba)"
6170011000 "PTZ" "NA (Parathermisto Spp (Thermisto))"
6170011005 "PAB" "NA (Parathermisto(Thermisto)Abyssorum)"
6170080000 "LYZ" "NA (Lycaeidae)"
6170150000 "SCY" "NA (Scinidae)"
6171010000 "CXZ" "NA (Caprellidae)"
6171010703 "CLL" "Ghost Shrimp (Caprella Linearis)"
6171010734 "CLM" "Ghost Shrimp (Caprella Monocera)"
6171010735 "CPA" "Ghost Shrimp (Caprella Punctata)"
6171010801 "AEL" "NA (Aeginina Longicornis)"
6171020000 "CXX" "Parasitic Forms (Cyamidae)"
6174020000 "KRZ" "NA (Euphausiidae)"
6174020100 "KRX" "NA (Euphausia Spp)"
6174020200 "MPX" "NA (Meganectiphanes Spp)"
6174020201 "MPN" "NA (Meganyctiphanes Norvegica)"
6174020501 "NYC" "NA (Nyctiphanes Couchii)"
6174020900 "THY" "NA (Thysanoessa Spp)"
6174020902 "TYI" "NA (Thysanoessa Inermis)"
6174020904 "TYL" "NA (Thysanoessa Longicaudata)"
6174020906 "TYR" "NA (Thysanoessa Raschii)"
6.175e+09 "DPD" "NA (Decapoda (Order))"
6.176e+09 "DCP" "(Natantia) (Dendrobranchiata)"
6177010000 "PEZ" "NA (Penaidae)"
6177010100 "PEN" "Penaeid Shrimps (Penaeus Spp)"
6177020302 "SGA" "Penaeid Prawn (Sergestes Arcticus)"
6.178e+09 "PLO" "NA (Pleocyemata)"
6.179e+09 "CAW" "NA (Caridea)"
6179110000 "PAL" "Palaemonid Shrimps (Palaemonidae)"
6179110200 "MCY" "NA (Macrobrachium Spp)"
6179110802 "CPR" "Common Prawn (Palaemon Serratus)"
6179110804 "PSQ" "NA (Palaemon Elegans)"
6179140701 "ASN" "NA (Athanas Niteschens)"
6179160000 "HPX" "NA (Hippolytidae)"
6179160105 "HEV" "NA (Hippolyte Varians)"
6179160200 "SSZ" "NA (Spirontocaris Spp)"
6179160206 "SNG" "NA (Spirontocaris (Eualus) Gaimardi)"
6179160208 "SPL" "NA (Spirontocaris Liljeborgii)"
6179160216 "STN" "NA (Spirontocaris Spinus)"
6179160217 "SCH" "NA (Spirontocaris Cranchi)"
6179160218 "STP" "NA (Spirontocaris Pusiola)"
6179160400 "EUU" "NA (Eualus (Genus))"
6179160801 "CNG" "NA (Caridion Gordoni)"
6179161300 "TOU" "NA (Thoralus (Genus))"
6179170000 "PCY" "NA (Processidae)"
6179170105 "PCC" "NA (Processa Canaliculata)"
6179180000 "PSH" "Pandalid Shrimps (Pandalidae (Family))"
6179180100 "PAN" "Pink Shrimps (Nei) (Pandalus Spp)"
6179180101 "PRA" "Northern Pink Shrimp (Pandalus Borealis)"
6179180104 "PRM" "Pink Shrimp (Pandalus Montagui)"
6179180110 "PDP" "NA (Pandalus Propinquus)"
6179180200 "PSS" "NA (P-Pandalopsis (Genus))"
6179180302 "PDB" "NA (Dichelopandalus Bonnieri)"
6179180601 "PDW" "Pink Shrimp (Pandalina  Brevirostris)"
6179220000 "CRN" "Crangonid(Brown)Shrimps (Crangonidae)"
6179220100 "CSX" "NA (Crangon Spp)"
6179220118 "CSH" "Common(Brown)Shrimp (Crangon Crangon)"
6179220119 "CGA" "NA (Crangon Allmanni)"
6179220600 "PNZ" "NA (Pontophilus Spp)"
6179220604 "PPS" "NA (Pontophilus Spinosus)"
6179220605 "PTF" "NA (Pontophilus Fasciatus)"
6179220606 "PTN" "NA (Pontophilus Norvegicus)"
6179220701 "PPT" "NA (Pontophilus(Philocheras)Trispinosus)"
6179220702 "PPB" "NA (Pontophilus(Philocheras)Bispinosus)"
6181010000 "LOY" "Lobsters (Nephropidae)"
6181010200 "LOX" "Lobsters (Nei) (Homarus Spp)"
6181010202 "LBE" "European Lobster (Homarus Gammarus)"
6181010301 "NEP" "Norway Lobster (Nephrops Norvegicus)"
6182010000 "VLO" "Spiny Lobsters (Palinuridae)"
6182010100 "CRW" "Crawfishes (Palinurus Spp)"
6182010102 "SLS" "Crawfish (Palinurus Gilchristi)"
6182010301 "SLO" "Common Spiny Lobster (Palinurus Elephas/Palinurus-Vulgaris)"
6182020000 "LDS" "Slipper Lobsters (Scyllaridae)"
6182020204 "SLL" "Slipper Lobster (Scyllarides Latus)"
6.183e+09 "ANZ" "NA (Anomura)"
6183020000 "AXZ" "NA (Axiidae)"
6183020202 "CCM" "NA (Calocaris Macandreae)"
6183040000 "CSZ" "NA (Callianassidae)"
6183040216 "CSB" "NA (Callianassa Stebbingi)"
6183060000 "PAY" "Hermit Crabs (Paguridae)"
6183060228 "PEB" "Hermit Crab (Pagurus Bernhardus)"
6183060234 "PEP" "NA (Pagurus Pubescens)"
6183061402 "APL" "NA (Anapagurus Laevis)"
6183080000 "LTX" "NA (Lithodidae)"
6183080803 "LDM" "Stone Crab (Lithodes Maja)"
6183100000 "LOQ" "Squat Lobsters (Galatheidae)"
6183100107 "MNR" "NA (Munida Rugosa)"
6183100122 "MAS" "Squat Lobster (Munida Sarsi)"
6183100123 "MAT" "Squat Lobster (Munida Tenuimana)"
6183100300 "GLX" "Squat Lobsters (Galathea Spp)"
6183100302 "GLD" "NA (Galathea Dispersa)"
6183100303 "GLS" "NA (Galathea Squamifera)"
6183100304 "GLT" "NA (Galathea Strigosa)"
6183100305 "GLI" "NA (Galathea Intermedia)"
6183120000 "PLY" "NA (Porcellanidae)"
6183120500 "PCL" "Porcelain Crab (Porcellana Spp)"
6183170103 "UPD" "NA (Upogebia Deltaura)"
6183170105 "UPS" "NA (Upogebia Stellata)"
6.184e+09 "CBX" "NA (E-D-Pleocyemata-Brachyura)"
6185020202 "DRP" "Sponge Crab (Dromia Personata)"
6185040201 "PMC" "Box Crab (Paramola Cuvieri)"
6.186e+09 "ORX" "NA (Oxystomata)"
6186030000 "LUZ" "Nut Crabs (Leucosiidae)"
6186030401 "EBT" "Pennants Nut-Crab (Ebalia Tuberosa)"
6186030402 "EBM" "Bryers Nut-Crab (Ebalia Tumefacta)"
6186030407 "EBC" "Cranchs Nut-Crab (Ebalia Cranchi)"
6187010000 "MJX" "Spider Crabs (Majidae)"
6187010202 "HYC" "Contracted Crab (Hyas Coarctatuss)"
6187010203 "HYA" "Great Spider Crab (Hyas Araneus)"
6187011403 "RAC" "NA (Rochina Carpenteri)"
6187012601 "EUA" "Ruogh Crab (Eurynome Aspera)"
6187012602 "EUS" "NA (Eurynome Spinosa)"
6187012701 "IND" "Scorpion Spider Crab (Inachus Dorsettensis)"
6187012702 "INP" "Leachs Spider Crab (Inachus Phalangium)"
6187012703 "INL" "Slender-Leg Spider Crab (Inachus Leptochirus)"
6187013302 "MCR" "Long-Leg Spider Crab (Macropodia Rostrata)"
6187013303 "MCT" "Slender Spider Crab (Macropodia Tenuirostris)"
6187014001 "PAA" "Gibbs Sea Spider (Pisa Armata)"
6187014101 "SCR" "Spiny Spider Crab (Maia Squinado)"
6187014201 "DRT" "NA (Dorhynchus Thomsoni)"
6187014301 "ACI" "Cranchs Spider Crab (Achaeus Cranchi)"
6188010000 "CTX" "NA (Corystidae)"
6188010101 "CCV" "Masked Crab (Corystes Cassivelaunus)"
6188020000 "ACX" "NA (Atelycyclidae)"
6188020301 "ALR" "Circular Crab (Atelycyclus Rotundatus)"
6188030000 "CNX" "NA (Cancridae)"
6188030110 "CRE" "Edible Crab (Cancer Pagurus)"
6188030111 "CNB" "NA (Cancer Bellanius)"
6188040101 "PMD" "Toothed Pirimela (Pirimela Denticulata)"
6.189e+09 "BBZ" "NA (Brachyrhyncha)"
6189010000 "PUZ" "NA (Portunidae)"
6189010301 "CSS" "NA (Callinectes Sapidus)"
6189010600 "CRS" "Swimming Crabs (Portunus Spp)"
6189010612 "PLL" "NA (Portumnus Latipes)"
6189010701 "CRG" "Green Shore Crab (Carcinus Maenas)"
6189010901 "LMD" "Swimming Crab (Macropipus (Liocarcinus) Depurator)"
6189010902 "LMH" "Flying Crab (Macropipus (Liocarcinus) Holsatus)"
6189010903 "LPU" "Dwarf-Swimming Crab (Macropipus (Liocarcinus) Pusillus)"
6189010904 "LMA" "Arch-Front Swimming Crab (Macropipus (Liocarcinus) Arcuatus)"
6189010905 "MPT" "NA (Macropipus Tuberculatus)"
6189010906 "MLP" "Velvet Swimming Crab (Macropipus (Liocarcinus) Puber)"
6189010907 "LMM" "Marbled Swimming Crab (Macropipus (Liocarcinus) Marmoreus)"
6189021404 "PNH" "Bristle (Hairy) Crab (Pilumnus Hirtellus)"
6189021435 "PNS" "Hairy Crab (Pilumnus Spinifer)"
6189021701 "XAP" "Rissos Crab (Xantho Pilipes)"
6189021702 "XAI" "Furrowed Crab (Xantho Incisus)"
6189040000 "GYX" "Red Crabs (Geryonidae)"
6189040100 "GER" "Red Crabs (Geryon Spp)"
6189040102 "GET" "Red Crab (Geryon Tridens)"
6189040103 "GEA" "Deep-Water Red Crab (Geryon Affinis)"
6189050304 "GOR" "Angular Crab (Goneplax Rhomboides)"
6189060205 "PEA" "Pea Crab (Pinnotheres Pisum)"
6189060207 "PTP" "Ancient Pea Crab (Pinnotheres Pinnotheres)"
6189070501 "PTA" "Rock Crab (Pachygrapsus Transversa)"
6189070701 "PNM" "Sargassum Crab (Planes Minutus)"
6189070801 "ERS" "Mitten Crab (Eriochir Sinensis)"
6189070901 "MNC" "Mediterranean Crab (Brachynotus Sexdentatus)"
6189120101 "THS" "Polished Crab (Thia Scutellata)"
6.191e+09 "STZ" "NA (Stomatopoda)"
6191010000 "SQY" "NA (Squillidae)"
6191010110 "MTS" "Mantis Prawn (Squilla Mantis)"
7.2e+09 "SIZ" "NA (Sipuncula)"
7200010000 "SIY" "NA (Sipunculidae)"
7200010101 "SIN" "NA (Sipunculus Nudus)"
7200020000 "GFX" "NA (Golfingiidae)"
7200020102 "GFM" "NA (Golfingia Margaritacea)"
7200020103 "GFV" "NA (Golfingia Vulgaris)"
7200020106 "GFN" "NA (Golfingia Minuta)"
7200020201 "OCS" "NA (Onchnesoma Squamatum)"
7200020401 "PCS" "NA (Phascolion Strombi)"
7200030105 "ADM" "NA (Aspidosiphon Muelleri)"
7.3e+09 "EAZ" "NA (Echiura)"
7301020000 "EAX" "NA (Echiuridae)"
7301020201 "ECE" "NA (Echiurus Echiurus)"
7.4e+09 "PRZ" "NA (Priaptulida)"
7400010000 "PRY" "NA (Priaptulidae)"
7400010101 "PPC" "NA (Priaptulus Caudatus)"
7.8e+09 "EPZ" "Sea Mats (Ectoprocta/ Bryozoa)"
7803010000 "ALX" "NA (Alcyonidiidae)"
7803010110 "ALG" "Curly Weed (Alcyonidium Gelatinosum)"
7803010114 "ALQ" "NA (Alcyonidium Proboscideum)"
7813010401 "MTB" "NA (Myriopora (Coronopora) Truncata)"
7815060000 "FAX" "NA (Flustridae)"
7815060103 "FAF" "Hornwrack (Flustra Foliacea)"
7815060301 "FAS" "Hornwrack (Securiflustra Securifrons)"
7816150000 "RXX" "NA (Reteporidae(Sertellidae))"
7816150501 "SBN" "NA (Sertella (Retepora) Beaniana)"
8e+09 "BCZ" "NA (Brachiopoda)"
8.01e+09 "CHZ" "Green Seaweeds (Chlorophyceae)"
8012020101 "PDA" "NA (Pelagodiscus Atlanticus)"
8013020101 "CNN" "NA (Crania Anomala)"
8.014e+09 "ATY" "NA (Articulata)"
8015040101 "HTP" "NA (Hemithiris Psittacea)"
8017020101 "GYV" "NA (Gryphus Vitreus)"
8017050000 "CCY" "NA (Cancellothyrididae)"
8017050105 "TTR" "NA (Terebratulina Retusa)"
8018020101 "AGC" "NA (Argyrotheca Cistellula)"
8018030101 "PAO" "NA (Platidia Anomoides)"
8018050101 "DLS" "NA (Dallina Septigera)"
8050305030 "ULL" "Sea Lettuce (Ulva Lactuca)"
8.1e+09 "ECH" "Starfish/Sea Urchns (Echinodermata)"
8.104e+09 "STF" "Starfishes (Asteroidea)"
8.105e+09 "APZ" "NA (Platyasterida)"
8105010000 "LAX" "NA (Luidiidae)"
8105010105 "LUS" "NA (Luidia Sarsi)"
8105010106 "LDC" "NA (Luidia Ciliaris)"
8.106e+09 "APD" "NA (Paxillosida-Diplozonina)"
8106010000 "APX" "NA (Asteropectinidae)"
8106010304 "PSA" "NA (Psilaster Andromida)"
8106010401 "BBV" "NA (Bathybiaster Vexillifer)"
8106010508 "API" "NA (Astropecten Irregularis)"
8106010509 "APA" "NA (Astropecten Arantciacus)"
8106010701 "DYG" "NA (Dytaster Grandis)"
8.108e+09 "APN" "NA (Notomyotina)"
8108010000 "BPX" "NA (Benthopectinidae)"
8108010104 "BPT" "NA (Benthopecten Armatus)"
8108010501 "PAT" "NA (Pontaster Tenuispinas)"
8.111e+09 "AVG" "NA (A-Valvatida-Granulosina)"
8111040000 "GAX" "NA (Goniasteridae)"
8111040107 "CMG" "NA (Ceramaster Granulosus)"
8111040109 "CMP" "NA (Ceramaster Placenta)"
8111040404 "HPP" "NA (Hippasteria Phrygiana)"
8111040602 "PSP" "NA (Pseudarchaster Parelii)"
8111060000 "OPY" "NA (Ophidiasteridae)"
8111060402 "OPO" "NA (Ophidiaster Ophidianus)"
8.112e+09 "SPI" "NA (Spinulosida (Order))"
8.113e+09 "ASF" "NA (Spinulosida-Eugnathina)"
8113010000 "SAZ" "NA (Solasteridae)"
8113010103 "CTP" "NA (Crossaster Papposus)"
8113010302 "SLE" "NA (Solaster Endeca)"
8113040000 "PTX" "NA (Pterasteridae)"
8113040204 "HYP" "NA (Hymenaster Pellucidus)"
8113040205 "HYM" "NA (Hymenaster Membranaceus)"
8113040302 "PTM" "NA (Pteraster Militaris)"
8.114e+09 "ASZ" "NA (Spinulosida-Leptognatha)"
8114010000 "ASX" "NA (Asterinidae)"
8114010102 "ATG" "Cushion Star (Asterina Gibbosa)"
8114010301 "PLM" "Goose-Foot Star (Anseropoda Placenta)"
8114030000 "PPY" "NA (Poraniidae)"
8114030202 "PMH" "NA (Poraniomorpha Hispida)"
8114030302 "PPV" "NA (Porania Pulvillus)"
8114040000 "ECX" "NA (Echinasteridae)"
8114040100 "HEX" "NA (Henricia Spp)"
8114040111 "HNS" "NA (Henricia Sanguinolenta)"
8114040116 "HEO" "NA (Henricia Oculata)"
8114040303 "ECS" "NA (Echinaster Sepositus)"
8.115e+09 "FOA" "NA (Forcipulatida)"
8.116e+09 "AFA" "NA (Asteriadina)"
8117020000 "ZAX" "NA (Zoasteriidae)"
8117030000 "ATX" "NA (Asteriidae)"
8117030205 "STH" "Common Starfish (Asterias Rubens)"
8117030416 "LSM" "NA (Leptasterias Mulleri)"
8117031701 "MAG" "Spiny Starfish (Marthasterias Glacialis)"
8117032001 "SLR" "NA (Stichastrella Rosea)"
8.12e+09 "BSY" "Brittle-Stars (Ophiuroidea)"
8.126e+09 "OPH" "NA (Ophiurida (Order))"
8.127e+09 "BOC" "NA (Chilophiurina)"
8127010000 "BTZ" "Brittle-Stars (Ophiuridae)"
8127010610 "OPS" "NA (Ophiura Sarsi)"
8127010612 "OHA" "NA (Ophiura Albida)"
8127010614 "OHT" "NA (Ophiura Texturata)"
8127010701 "OPL" "NA (Ophiomusium Lymani)"
8127030000 "OCX" "NA (Ophiocomidae)"
8127030201 "OPN" "NA (Ophiocomina Nigra)"
8127050000 "ODX" "NA (Ophiodermatidae)"
8127050107 "ODL" "NA (Ophioderma Longicauda)"
8.129e+09 "OGX" "NA (O-Gnathophiurina)"
8129020000 "OPX" "NA (Ophiactidae)"
8129020101 "OAC" "NA (Ophiopholis Aculeata)"
8129030000 "AMY" "NA (Amphiuridae)"
8129030202 "AMS" "NA (Amphipholis Squamata)"
8129031005 "AMC" "NA (Amphiura Chiajei)"
8129031006 "AMF" "NA (Amphiura Filiformis)"
8129031024 "AAB" "NA (Amphiura Brachiata)"
8129040000 "OPZ" "NA (Ophiothricidae)"
8129040103 "OPF" "Common Brittle Star (Ophiothrix Fragilis)"
8.135e+09 "ECZ" "NA (Echinozoa)"
8.136e+09 "URX" "Sea Urchins (Nei) (Echinoidea)"
8.138e+09 "ECY" "NA (E-Cidaroida)"
8138010000 "CIY" "NA (Cidaridae)"
8138010301 "STA" "NA (Stylocidaris Affinis)"
8138010402 "CDC" "NA (Cidaris Cidaris)"
8.147e+09 "EAY" "NA (E-Arbacioida)"
8147010000 "ABY" "NA (Arbaciidae)"
8147010102 "ABL" "NA (Arbacia Lixula)"
8.149e+09 "EEZ" "Sea Urchins (E-Echinoida)"
8149010000 "EEX" "NA (Echinidae)"
8149010101 "URP" "NA (Strongylocentrotus Lividus)"
8149010201 "URA" "NA (Echinus Acutus)"
8149010202 "URS" "Edible Sea Urchin (Echinus Esculentus)"
8149010203 "URM" "NA (Echinus Melo)"
8149010204 "URD" "Deep-Sea Urchin (Echinus Affinis)"
8149010301 "PMM" "Green Sea Urchin (Psamechinus Miliaris)"
8149030000 "USX" "NA (Strongylocentrotidae)"
8149030201 "USD" "NA (Strongylocentrotus Drobachiensis)"
8.154e+09 "ECL" "NA (E-Laganina)"
8154010000 "FIX" "NA (Fibulariidae)"
8154010101 "ECP" "NA (Echinocyamus Pusillus)"
8.16e+09 "ESZ" "NA (E-Spatangoida)"
8160101000 "BRY" "NA (Bryopsis Spp)"
8.163e+09 "ESM" "NA (E-Micrasterina)"
8163010000 "BRX" "NA (Brissidae)"
8163010303 "BRL" "Lyre-Urchin (Brissopsis Lyrifera)"
8163010401 "BRU" "NA (Brissus Unicolor)"
8163020000 "STY" "NA (Spatangidae)"
8163020101 "SPG" "Purple Heart Urchin (Spatangus Purpureus)"
8163020102 "SRI" "Heart Urchin (Spatangus Raschii)"
8163030000 "LOV" "NA (Loveniidae)"
8163030101 "ECC" "Sea Potato (Echinocardium Cordatum)"
8163030102 "ECF" "NA (Echinocardium Flavescens)"
8163030103 "ECN" "NA (Echinocardium Pennatifidum)"
8.17e+09 "HTZ" "Sea Cucumbers (Holothuroidea)"
8.171e+09 "HDZ" "NA (H-Dendrochirotacea)"
8.172e+09 "HDD" "NA (H-D-Dendrochirotida)"
8172030000 "PSX" "NA (Psolidae)"
8172030205 "POP" "NA (Psolus Phantapus)"
8172060000 "CMX" "NA (Cucumariidae)"
8172060104 "CUF" "NA (Cucumaria Frondosa)"
8172060118 "CUE" "NA (Cucumaria Elongata)"
8172060120 "CUM" "NA (Cucumaria Normani)"
8172060504 "THI" "NA (Thyone Inermis)"
8172060505 "THH" "NA (Thyone Fusus)"
8.174e+09 "HAY" "NA (H-Aspidochirotacea)"
8.175e+09 "HAA" "NA (H-A-Aspidochirotida)"
8175020000 "SDZ" "NA (Stichopodidae)"
8175020201 "STT" "NA (Stichopus Tremulus)"
8175020202 "STQ" "NA (Stichopus Fusus)"
8175020203 "SSR" "NA (Stichopus Regalis)"
8.177e+09 "HPZ" "NA (H-Apodacea)"
8.178e+09 "AAY" "NA (H-A-Apodida)"
8178010102 "LPD" "NA (Labidoplax Digitata)"
8178010201 "LEI" "NA (Leptosynapta Inhaerans)"
8.185e+09 "CZZ" "NA (Crinozoa)"
8.186e+09 "CNZ" "NA (Crinoidea)"
8.189e+09 "COM" "NA (Comatulida)"
8.191e+09 "CMZ" "NA (C-Macrophreata)"
8191010000 "ADX" "NA (Antedonidae)"
8191010401 "ADB" "Feather Star (Antedon Bifida)"
8191010701 "LMC" "NA (Leptometra Celtica)"
8.2e+09 "HCZ" "NA (Hemichordata)"
8.201e+09 "ETZ" "NA (Enteropneusta)"
8201020000 "PTY" "NA (Ptychoderidae)"
8201020102 "BAC" "Acorn Worm (Balanoglossus Clavigerus)"
8.3e+09 "CTZ" "Arrow Worms (Chaetognatha)"
8306030101 "EUH" "Arrow Worm (Eukrohnia Hamata)"
8308010701 "SGE" "Arrow Worm (Sagitta (Parasagitta) Elegans)"
8308010707 "SGT" "Arrow Worm (Sagitta (Parasagitta) Setosa)"
8.388e+09 "CCX" "NA (Chordata)"
8.4e+09 "URZ" "NA (Urochordata (Tunicates))"
8.401e+09 "SSX" "Sea Squirts (Ascidiacea)"
8.402e+09 "AGZ" "NA (A-Enterogona)"
8.403e+09 "EGZ" "NA (A-E-Aplousobranchia)"
8403010000 "CVX" "NA (Clavelinidae)"
8403010203 "CVL" "NA (Clavelina Lepadiformis)"
8403010405 "ARA" "NA (Archidistoma Aggregatum)"
8403020000 "PCZ" "NA (Polyclinidae)"
8403020103 "AAG" "NA (Amaroucium Glabrum)"
8403020114 "AAP" "NA (Amaroucium Proliferum)"
8403020201 "SYQ" "NA (Synoicum Pulmonaria)"
8403020403 "PCA" "NA (Polyclinum Aurantium)"
8403020802 "SIT" "NA (Sidnyum Turbinatum)"
8403030000 "DIX" "NA (Didemnidae)"
8403030104 "DIH" "NA (Didemnum Helgolandicum)"
8403030402 "DPL" "NA (Diplosoma Listerianum)"
8.404e+09 "APY" "NA (Ascidiacea-Phlebobranchiata)"
8404010000 "CNY" "NA (Cionidae)"
8404010101 "CNI" "NA (Ciona Intestinalis)"
8404020000 "DIZ" "NA (Diazonidae)"
8404020201 "DIV" "NA (Diazona Violacea)"
8404030000 "PHX" "NA (Perophoridae)"
8404030103 "PPL" "NA (Perophora Listeri)"
8404040000 "CLY" "NA (Corellidae)"
8404040203 "CLP" "NA (Corella Parallelogramma)"
8404050000 "ASY" "NA (Ascidiidae)"
8404050101 "ASU" "NA (Ascidia Prunum)"
8404050103 "ASO" "NA (Ascidia Obliqua)"
8404050108 "ASM" "NA (Ascidia Mentula)"
8404050109 "ASD" "NA (Ascidia Conchilega)"
8404050110 "ASV" "NA (Ascidia Virginea)"
8404050201 "ASB" "NA (Ascidiella Aspersa)"
8404050202 "ASS" "NA (Ascidiella Scabra)"
8.405e+09 "APW" "NA (Ascidiacea-Pleurogona)"
8.406e+09 "PSY" "NA (A-Pleurogona-Stolidobranchiata)"
8406010000 "SYX" "NA (Styelidae)"
8406010303 "CNM" "NA (Cnemidocarpa Mollis)"
8406010404 "DDG" "NA (Dendroda Grossularia)"
8406010502 "SYC" "NA (Styela Coriacea)"
8406010509 "SEP" "NA (Styela Partita)"
8406010601 "PCG" "NA (Pelonaia Corrugata)"
8406010801 "PCF" "NA (Polycarpa Fibrosa)"
8406010803 "PCP" "NA (Polycarpa Pomaria)"
8406010900 "POZ" "NA (Polyzoa (Genus))"
8406020000 "PZX" "NA (Pyruidae)"
8406020105 "PYT" "NA (Pyrua Tessellata)"
8406020202 "BOE" "NA (Boltenia Echinata)"
8406020701 "MIC" "NA (Microcosmus Claudicans)"
8406030000 "MGX" "NA (Molgulidae)"
8406030108 "MGM" "NA (Molgula Manhattensis)"
8406030111 "MGC" "NA (Molgula Citrina)"
8406030112 "MGO" "NA (Molgula Oculata)"
8406030114 "MGL" "NA (Molgula Complanata)"
8406030402 "EYA" "NA (Eugyra Arenosa)"
8.5e+09 "CCA" "NA (Cephalocordata)"
8500010000 "BNS" "NA (Branchiostomidae)"
8500010301 "LCT" "Lancet (Amphioxus Lanceolatus)"
8.6e+09 "AGN" "Fish Without Jaws (Agnatha)"
8.603e+09 "PMF" "Hagfish And Lampreys (Petromyzoniformes)"
8603010000 "LAS" "Lampreys (Petromyzonidae)"
8603010217 "LAR" "River Lamprey (Lampetra Fluviatilis)"
8603010218 "LAB" "Brook Lamprey (Lampetra Planeri)"
8603010300 "LAM" "Lampreys-Marine (Petromyzon Spp)"
8603010301 "SLY" "Sea Lamprey (Petromyzon Marinus)"
8606010201 "HGF" "Hagfish (Myxine Glutinosa)"
8.703e+09 "SKX" "Sharks-Skates-Rays Etc (Selachiomorpha)"
8705010101 "FDS" "Frilled Shark (Chlamydoselachus Anguineus)"
8705020101 "SGS" "Six-Gilled Shark (Hexanchus Griseus)"
8707040302 "POR" "Porbeagle Shark (Lamna Nasus)"
8707040401 "ATH" "Thresher Shark (Alopias Vulpinus)"
8707040501 "SMA" "Mako Shark (Isurus Oxyrinchus)"
8707120100 "BSC" "NA (Cetorhinidae)"
8707120101 "BSK" "Basking Shark (Cetorhinus Maximus)"
8.708e+09 "DGY" "NA (Lamniformes)"
8708010000 "DGH" "Dogfishes (Scyliorhinidae)"
8708010103 "DAL" "NA (Apristurus Laurussoni)"
8708010203 "DBM" "Blackmouthed Dogfish (Galeus Melastomus)"
8708010204 "DGM" "NA (Galeus Murinus)"
8708010300 "SHT" "Dogfishes (Scyliorhinus Spp)"
8708010306 "LSD" "Lesser Spotted Dogfish (Scyliorhinus Canicula)"
8708010307 "DGN" "Nurse Hound (Scyliorhinus Stellaris)"
